,Name,Year,Price,Cl,Country,Category,Region,ID
1827,Canada do Monte 2018,2018,78.17,75 cl,Portugal,White wine, Azorene,14302101
1828,Ch. du Seuil Rosé,Non-Vintage,104.35,300 cl,France,Rose wine, Provence,14316707
1829,Rhys Alesia Anderson Valley Pinot Noir 2018,2018,78.17,150 cl,USA,Red wine, California,14311605
1830,Markus Molitor Erdener Prälat Riesling Auslese Tørr*** 2020,2020,347.83,75 cl,Germany,White wine, Mosel,14317501
1831,Bod. Chacra Treinta y Dos Pinot Noir 2020,2020,173.9,150 cl,Argentina,Red wine, Patagonia,14319405
1832,Bod. Chacra Cincuenta y Cinco Pinot Noir 2021,2021,117.38,150 cl,Argentina,Red wine, Patagonia,14327005
1833,La Manufacture Chablis Grand Cru Blanchot 2019,2019,73.48,75 cl,France,White wine, Burgund,14371401
1834,Dom. Georges Joillot Pommard 1er Cru Les Épenots 2020,2020,78.25,75 cl,France,Red wine, Burgund,14395601
1835,Dom. Georges Joillot Volnay 1er Cru Les Santenots 2020,2020,68.61,75 cl,France,Red wine, Burgund,14395801
1836,Dom. Georges Joillot Corton Grand Cru Clos du Roi 2020,2020,104.34,75 cl,France,Red wine, Burgund,14404801
1837,Abelé 1757 Champagne Le Sourire de Reims Brut 2009,2009,137.83,75 cl,France,Sparkling wine, Champagne,14421901
1838,Ettore Germano Alta Langa Extra Brut 2016,2016,86.96,150 cl,Italy,Sparkling wine, Piemonte,14421505
1839,Ettore Germano Barolo Vignarionda 2017,2017,100,75 cl,Italy,Red wine, Piemonte,14422201
1840,Ch. Martet Reserve de Famille 2019,2019,93.57,150 cl,France,Red wine, Bordeaux,14428505
1841,Samuel Billaud Chablis Grand Cru Les Preuses 2020,2020,112.6,75 cl,France,White wine, Burgund,14493201
1842,Matrot Mersault 1er Cru Charmes 2019,2019,71.48,75 cl,France,White wine, Burgund,14510001
1843,Matrot Mersault-Blagny 1er Cru 2018,2018,66.09,75 cl,France,White wine, Burgund,14510101
1844,Matrot Puligny-Montrachet 1er Cru Les Combettes 2019,2019,97.39,75 cl,France,White wine, Burgund,14510501
1845,Dom. Rion Nuits-Saint-Georges 1er Cru Clos Saint-Marc 2019,2019,164.78,150 cl,France,Red wine, Burgund,14510805
1846,Dom. Rion Nuits-Saint-Georges 1er Cru Clos Saint-Marc 2019,2019,78.25,75 cl,France,Red wine, Burgund,14510901
1847,Dom. Rion Nuits-Saint-Georges 1er Cru Clos des Argillières 2019,2019,138.26,150 cl,France,Red wine, Burgund,14511005
1848,Dom. Rion Nuits-Saint-Georges 1er Cru Clos des Argillières 2019,2019,66.43,75 cl,France,Red wine, Burgund,14511101
1849,Dom. Rion Chambolle-Musigny 1er Cru Les Charmes 2019,2019,82.43,75 cl,France,Red wine, Burgund,14511201
1850,Dom. Rion Chambolle-Musigny Les Cras 2019,2019,65.74,75 cl,France,Red wine, Burgund,14511301
1851,Chimay Trappist Blue Grande Réserve 2020,2020,73.9,300 cl,Belgium,Øl, Øvrige,14483007
1852,Janotsbos Meursault 1er Cru Poruzots 2019,2019,86.87,75 cl,France,White wine, Burgund,14484801
1853,Murray McDavid The Vatting 6 YO 2014 Peatside,Non-Vintage,76.35,70 cl,Scotland,Liquor, Øvrige,14542801
1854,Single Malt Dreams Blair Athol 14 YO Ex-Islay Quarter Cask Finish,Non-Vintage,126,70 cl,Scotland,Liquor, Highland,14542901
1855,Auld Goonsy's Malt Dailuaine 12 YO Hogshead Cask nr.307389,Non-Vintage,115.04,70 cl,Scotland,Liquor, Speyside,14543001
1856,Auld Goonsy's Malt Inchgower 12 YO Hogshead Cask nr. 806929,Non-Vintage,102.17,70 cl,Scotland,Liquor, Speyside,14543101
1857,Auld Goonsy's Malt Teaninich 13 YO Cask Nr 709849,Non-Vintage,114.78,70 cl,Scotland,Liquor, Highland,14543201
1858,Togouchi Japanese Blended Whisky Beer Cask,Non-Vintage,69.39,70 cl,Japan,Liquor, Øvrige,14539001
1859,Ryoma Japanese Rum,Non-Vintage,66,70 cl,Japan,Liquor, Øvrige,14539101
1860,Mars Tsunuki Edition 2022 Single Malt Whisky,Non-Vintage,143.47,70 cl,Japan,Liquor, Øvrige,14552901
1861,Compass Box Experimental Grain Whisky,Non-Vintage,131.57,70 cl,Scotland,Liquor, Øvrige,14607801
1862,Transcontinental Rum Line Jamaica 5 YO,Non-Vintage,81.73,70 cl,Jamaica,Liquor, Øvrige,14618701
1863,Transcontinental Rum Line Australia 7 YO,Non-Vintage,66.51,70 cl,Australia,Liquor, Queensland,14618601
1864,Boillot Volnay 1er Cru Les Caillerets 2017,2017,78.96,75 cl,France,Red wine, Burgund,14620401
1865,Boillot Pommard 1er Cru Les Croix Noires 2017,2017,75.3,75 cl,France,Red wine, Burgund,14620501
1866,Talenti Brunello di Montalcino 2017,2017,89.39,150 cl,Italy,Red wine, Toscana,14620705
1867,Talenti Brunello di Montalcino Piero 2017,2017,93.74,75 cl,Italy,Red wine, Toscana,14620901
1868,Berthelemot Beaune 1er Cru Clos des Mouches 2020,2020,76.09,75 cl,France,White wine, Burgund,14628901
1869,Berthelemot Chassagne-Montrachet 1er Cru Abbaye de Morgeot,Non-Vintage,66,75 cl,France,White wine, Burgund,14629001
1870,Berthelemot Puligny-Montrachet 1er Cru La Garenne 2020,2020,71.57,75 cl,France,White wine, Burgund,14629101
1871,Berthelemot Corton-Charlemagne Grand Cru 2020,2020,123.91,75 cl,France,White wine, Burgund,14629201
1872,Berthelemot Corton Grand Cru 2020,2020,103.91,75 cl,France,Red wine, Burgund,14630601
1873,Berthelemot Corton-Charlemagne Grand Cru 2020,2020,244.35,150 cl,France,White wine, Burgund,14630705
1874,Radikon Ribolla 3781,3781,130.43,100 cl,Italy,White wine, Friuli-Venezia Giuli,14633501
1875,Maxime Trijol 50th Anniversary,Non-Vintage,260,70 cl,France,Liquor, Cognac Tradisjonell,14633701
1876,Maxime Trijol XO Selecion,Non-Vintage,65.22,70 cl,France,Liquor, Cognac Tradisjonell,14633801
1877,Raoul Gautherin Chablis Grand Cru Grenouilles 2019,2019,72.17,75 cl,France,White wine, Burgund,14635401
1878,Raoul Gautherin Chablis Grand Cru Les Clos 2016,2016,160.87,150 cl,France,White wine, Burgund,14635505
1879,Rauol Gautherin Chablis Premier Cru Vaillons 2020,2020,78.26,150 cl,France,White wine, Burgund,14636105
1880,Graham's Bicenterary Limited Edition Vintage 2020,2020,173.91,75 cl,Portugal,Port wine, Douro e Porto,14636701
1881,Nicolas Morin Les Peutes Vignes Meursault 2020,2020,86.08,75 cl,France,White wine, Burgund,14639701
1882,Nicolas Morin Les Terres Blanches Nuits-St-Georges 1er Cru Pinot Blanc 2020,2020,86.08,75 cl,France,White wine, Burgund,14639901
1883,Massolino Barbaresco Albesani,Non-Vintage,79.56,75 cl,Italy,Red wine, Piemonte,14640701
1884,Pietroso Brunello di Montalcino Riserva 2016,2016,86.61,75 cl,Italy,Red wine, Toscana,14657501
1885,Vallein-Tercinier Lot 89 Fins Bois Trés Vieux Cognac 1989,1989,143.39,70 cl,France,Liquor, Cognac Brut,14658001
1886,Siro Pacenti Vecchievigne Brunello di Montalcino 2017,2017,73.83,75 cl,Italy,Red wine, Toscana,14662201
1887,Champy Pernand Vergelesses 1er Cru Les Fichots 2011,2011,108.7,150 cl,France,Red wine, Burgund,14647005
1888,The Sovereign Invergordon 31 YO Single Grain,Non-Vintage,173.9,70 cl,Scotland,Liquor, Øvrige,14647101
1889,The Sovereign Girvan 42 YO Single Grain 1979,1979,278.25,70 cl,Scotland,Liquor, Lowland,14647201
1890,Salvano Barolo Riserva Millenium 2013,2013,242.39,75 cl,Italy,Red wine, Piemonte,14649001
1891,Salvano Barbaresco Riserva 1990,1990,533.52,75 cl,Italy,Red wine, Piemonte,14649101
1892,Malabaila Castelleto Roero Riserva 2016,2016,80.87,150 cl,Italy,Red wine, Piemonte,14650705
1893,Emperor Mauritian Rum Ch. Pape Clément Finish,Non-Vintage,146.49,70 cl,Mauritius,Liquor,not found,14663201
1894,Emperor Deep Blue Mauritian Rum Palo Cortado,Non-Vintage,146.49,70 cl,Mauritius,Liquor,not found,14663301
1895,C.H Piconnet Les Val Mentra,Non-Vintage,80.43,75 cl,France,Sparkling wine, Champagne,14663401
1896,C.H.Piconnet Rosé Les Vignes de Charles Extra Brut,Non-Vintage,69.12,75 cl,France,Sparkling wine, Champagne,14663501
1897,Emperor Mauritian Rum Private Collection,Non-Vintage,99.1,70 cl,Mauritius,Liquor,not found,14663701
1898,Ch. Latour-Martillac 2000,2000,172.35,150 cl,France,Red wine, Bordeaux,14664705
1899,Ch. Latour-Martillac 2005,2005,86.78,75 cl,France,Red wine, Bordeaux,14664801
1900,Enrico Serafino Barolo Briccolina Riserva 2016,2016,126,75 cl,Italy,Red wine, Piemonte,14665001
1901,Montille Nuits-Saint-Georges 1er Cru Aux Thorey 2019,2019,83.91,75 cl,France,Red wine, Burgund,14667101
1902,Dom. Gros Frere et Soeur Echezeaux Grand Cru,Non-Vintage,216.3,75 cl,France,Red wine, Burgund,14668401
1903,Dom. Gros Frere et Soeur Grands Echezeaux Grand Cru,Non-Vintage,347,75 cl,France,Red wine, Burgund,14668601
1904,Dom. Gros Frere et Soeur Clos Vougeot Grand Cru,Non-Vintage,216.3,75 cl,France,Red wine, Burgund,14668701
1905,Dom. Gros Frere et Soeur Richebourg Grand Cru,Non-Vintage,514.57,75 cl,France,Red wine, Burgund,14668801
1906,Salicutti Teatro Brunello di Montalcino 2016,2016,139.04,75 cl,Italy,Red wine, Toscana,14670301
1907,Ch. Latour-Martillac 2018,2018,91.22,150 cl,France,Red wine, Bordeaux,14670505
1908,Ch. Latour-Martillac 2018,2018,225.22,300 cl,France,Red wine, Bordeaux,14670507
1909,Ch. Latour-Martillac 2019,2019,91.22,150 cl,France,Red wine, Bordeaux,14670705
1910,Collosorbo Brunello di Montalcino Riserva 2016,2016,69.56,75 cl,Italy,Red wine, Toscana,14682201
1911,Armorik Dervenn 2022,2022,85.65,70 cl,France,Liquor, Øvrige,14682901
1912,Signatory Bunnahabhain 1973 Aged 42 Years Cask Strength Collection,Non-Vintage,1735.65,70 cl,Scotland,Liquor, Islay,14683001
1913,Armorik 10 ans 2022,2022,76.43,70 cl,France,Liquor, Øvrige,14683101
1914,Signatory Laphroaig 2001 Aged 18 Years Cask Strength Collection,Non-Vintage,556.09,70 cl,Scotland,Liquor, Islay,14683401
1915,Signatory Whitlaw Very Cloudy 2014,2014,80.7,70 cl,Scotland,Liquor, Orkney Island,14683501
1916,Signatory Port Dundas 2006 Single Grain Collection,Non-Vintage,77.57,70 cl,Scotland,Liquor, Lowland,14683601
1917,Marguet Verzenay Grand Cru,Non-Vintage,78.25,75 cl,France,Sparkling wine, Champagne,14684401
1918,Hidden Spirits Ledaig 12 YO 2009,2009,200.87,70 cl,Scotland,Liquor, Mull,14684901
1919,Artist Collective Benrinnes 11 YO 2010 No.5.0,Non-Vintage,158.61,70 cl,Scotland,Liquor, Speyside,14685201
1920,Bruichladdich Port Charlotte SC:01 2012,2012,130.43,70 cl,Scotland,Liquor, Islay,14685601
1921,Amrut Greedy Angels,Non-Vintage,1154.35,70 cl,India,Liquor, Øvrige,14685701
1922,The New Zealand Whisky Co. High Wheeler 21 YO,Non-Vintage,83.83,35 cl,New Zealand,Liquor, Øvrige,14685802
1923,Auld Goonsy's Malt Linkwood 13 YO Cask No.23940,Non-Vintage,114.96,70 cl,Scotland,Liquor, Speyside,14686001
1924,Auld Goonsy's Malt Caol Ila 10 YO Cask No.300259,Non-Vintage,121.57,70 cl,Scotland,Liquor, Islay,14686101
1925,Auld Goonsy's Malt Teaninich 13 YO Cask No.708849,Non-Vintage,112.61,70 cl,Scotland,Liquor, Highland,14686201
1926,Joseph Mellot l'Original Sancerre Blanc,Non-Vintage,69.48,75 cl,France,White wine, Loire,14689001
1927,Gianfranco Alessandria Barolo San Giovanni 2018,2018,130.35,150 cl,Italy,Red wine, Piemonte,14691005
1928,Vieille France Vintage 2007,2007,86.95,75 cl,France,Sparkling wine, Champagne,14673201
1929,Victoire Vintage 2015,2015,86.95,75 cl,France,Sparkling wine, Champagne,14673301
1930,Ch. de Beaucastel 2019,2019,173.9,150 cl,France,Red wine,Rhône,14674205
1931,Ch Montifaud Vintage 2002,2002,173.83,70 cl,France,Liquor, Cognac Tradisjonell,14674401
1932,Jura 14 YO Single Malt American Rye Cask,Non-Vintage,69.56,70 cl,Scotland,Liquor, Speyside,14676201
1933,Fransac Vieille Réserve,Non-Vintage,78.18,70 cl,France,Liquor, Cognac Tradisjonell,14679301
1934,Fransac Réserve Ancestrale,Non-Vintage,86.7,70 cl,France,Liquor, Cognac Tradisjonell,14679401
1935,Fransac Extra Old lot 70,Non-Vintage,173.78,70 cl,France,Liquor, Cognac Tradisjonell,14679601
1936,Fransac Extra Old lot 50,Non-Vintage,139.02,70 cl,France,Liquor, Cognac Tradisjonell,14679701
1937,Fransac Extra Old lot 50,Non-Vintage,73.82,35 cl,France,Liquor, Cognac Tradisjonell,14679802
1938,Cooper's Choice Blair Athol 2009 12 YO Madeira Cask Finish,Non-Vintage,112.78,70 cl,Scotland,Liquor, Highland,14680601
1939,Cooper's Choice Family Silver 1984 38 YO Blended Scotch Whisky Sherry Cask Mature,Non-Vintage,185.65,70 cl,Scotland,Liquor, Øvrige,14680801
1940,Cooper's Choice Girvan 1993 28 YO Bourbon Cask Matured,Non-Vintage,156.43,70 cl,Scotland,Liquor, Lowland,14680901
1941,Cooper's Choice Glenallachie Summer Fruits Port Wood Finish,Non-Vintage,93.65,70 cl,Scotland,Liquor, Speyside,14681001
1942,Cooper's Choice Invergordon 1988 34 YO Bourbon Cask Matured,Non-Vintage,172.17,70 cl,Scotland,Liquor, Highland,14681201
1943,Cooper's Choice Linkwood 2011 10 YO Refill Sherry Cask,Non-Vintage,108.78,70 cl,Scotland,Liquor, Speyside,14681501
1944,Cooper's Choice Skara Brae Secret Orkney 2005 16 YO Bourbon Cask Matured,Non-Vintage,123.83,70 cl,Scotland,Liquor, Øvrige,14681601
1945,Cooper's Choice Tormore Speyside Sunshine Martinique Rum Cask Finish,Non-Vintage,98.17,70 cl,Scotland,Liquor, Speyside,14681701
1946,Cooper's Choice Tobermory 2013 9 YO Madeira Cask Finish,Non-Vintage,107.3,70 cl,Scotland,Liquor, Mull,14682001
1947,Guigal Saint-Joseph Vigne de L'Hospices 2019,2019,73.74,75 cl,France,Red wine,Rhône,14707201
1948,Guigal Chateau de Nalys Chateauneuf-du-Pape 2018,2018,130.35,150 cl,France,Red wine,Rhône,14707305
1949,Ardnamurchan AD 02.22 Cask Strenght,Non-Vintage,78.25,70 cl,Scotland,Liquor, Highland,14698701
1950,Cadenhead Glenlossie-Glenlivet 12 YO,Non-Vintage,99.57,70 cl,Scotland,Liquor, Highland,14709701
1951,Cadenhead A Highland Distillery 37 YO,Non-Vintage,382.17,70 cl,Scotland,Liquor, Highland,14709601
1952,Cadenhead Glentauchers-Glenlivet 14 YO,Non-Vintage,103.91,70 cl,Scotland,Liquor, Highland,14709501
1953,Hardy XO Fine Champagne,Non-Vintage,338.91,300 cl,France,Liquor, Cognac Tradisjonell,14699307
1954,Dom. de Chevalier Rouge 2016,2016,86.78,75 cl,France,Red wine, Bordeaux,14712801
1955,Dom. de Chevalier Rouge 2014,2014,162.78,150 cl,France,Red wine, Bordeaux,14712705
1956,Dom. de Chevalier Rouge 2019,2019,91.13,75 cl,France,Red wine, Bordeaux,14712501
1957,Fossacolle Brunello di Montalcino Riserva 2012,2012,73.04,75 cl,Italy,Red wine, Toscana,14713601
1958,Fossacolle Brunello di Montalcino Riserva 2016,2016,72.7,75 cl,Italy,Red wine, Toscana,14713701
1959,Arzuaga Gran Reserva 2015,2015,75.7,75 cl,Spain,Red wine,Castilla y León,14713801
1960,Gran Arzuaga 2018,2018,151.09,75 cl,Spain,Red wine,Castilla y León,14713901
1961,Dom. de Chevalier Rouge 2005,2005,151.3,75 cl,France,Red wine, Bordeaux,14714901
1962,Dom. de Chevalier Rouge 2018,2018,85.04,75 cl,France,Red wine, Bordeaux,14718301
1963,Palmer Brut Réserve,Non-Vintage,208.69,300 cl,France,Sparkling wine, Champagne,14724007
1964,Palmer Brut Réserve,Non-Vintage,486.95,600 cl,France,Sparkling wine, Champagne,14724307
1965,Ca' del Baio Barbaresco Asili 2019,2019,73.9,150 cl,Italy,Red wine, Piemonte,14725305
1966,Ca' del Baio Barbaresco Vallegrande 2019,2019,69.56,150 cl,Italy,Red wine, Piemonte,14725405
1967,Raoul Gautherin Chablis Grand Cru Grenouilles 2020,2020,72.17,75 cl,France,White wine, Burgund,14737101
1968,Raoul Gautherin Chablis Grand Cru Grenouilles 2020,2020,160.87,150 cl,France,White wine, Burgund,14737205
1969,Rauol Gautherin Chablis Grand Cru Vaudésirs 2020,2020,136.96,150 cl,France,White wine, Burgund,14737405
1970,Raoul Gautherin Chablis Grand Cru Les Clos 2020,2020,72.17,75 cl,France,White wine, Burgund,14737501
1971,Raoul Gautherin Chablis Grand Cru Les Clos 2020,2020,160.87,150 cl,France,White wine, Burgund,14737905
1972,Massolino Barolo Vigna Rionda Riserva 2016,2016,1863.91,500 cl,Italy,Red wine, Piemonte,14739707
1973,Massolino Barolo Vigna Rionda Riserva 2016,2016,290.43,75 cl,Italy,Red wine, Piemonte,14739801
1974,Massolino Barolo Vigna Rionda Riserva 2016,2016,1123.03,300 cl,Italy,Red wine, Piemonte,14739907
1975,Dom. de Bellene Beaune 1er Cru Les Grèves 2020,2020,95.64,75 cl,France,Red wine, Burgund,14741401
1976,Niepoort Vintage Port 1987,1987,139.1,75 cl,Portugal,Port wine, Douro e Porto,14741501
1977,Bertagna Vougeot 1er Cru Clos de la Perrière Monopole 2019,2019,86.95,75 cl,France,Red wine, Burgund,14742001
1978,Nik Weis St. Urbans-Hof Bockstein Trockenbeerenauslese 2017,2017,251.22,37.5 cl,Germany,White wine, Mosel,14742902
1979,Marguet Ambonnay Rosé,Non-Vintage,91.3,75 cl,France,Sparkling wine, Champagne,14745601
1980,M. Chapoutier L'Ermite Ermitage Blanc,Non-Vintage,330,75 cl,France,White wine,Rhône,14747001
1981,M. Chapoutier L'Ermite Ermitage Rouge,Non-Vintage,260.43,75 cl,France,Red wine,Rhône,14747101
1982,M. Chapoutier Ermitage Le Pavillon Rouge,Non-Vintage,225.65,75 cl,France,Red wine,Rhône,14747201
1983,M. Chapoutier Le Méal Ermitage Blanc,Non-Vintage,173.48,75 cl,France,White wine,Rhône,14747301
1984,M. Chapoutier Le Méal Ermitage Rouge,Non-Vintage,173.48,75 cl,France,Red wine,Rhône,14747401
1985,M. Chapoutier De L'Orée Ermitage Blanc,Non-Vintage,156.09,75 cl,France,White wine,Rhône,14747501
1986,Louis Jadot Nuits-Saint-Georges Premier Cru Les Saint-Georges,Non-Vintage,79,75 cl,France,Red wine, Burgund,14748101
1987,Louis Jadot Clos de La Roche Grand Cru,Non-Vintage,173.04,75 cl,France,Red wine, Burgund,14748201
1988,Louis Jadot Charmes-Chambertin Grand Cru,Non-Vintage,173.04,75 cl,France,Red wine, Burgund,14748301
1989,Erbaluna Min Barolo Castagni Barolo,Non-Vintage,103.39,150 cl,Italy,Red wine, Piemonte,14752105
1990,Vecchia Romagna Riserva 18 YO,Non-Vintage,156.51,70 cl,Italy,Liquor, Emilia-Romagna,14754401
1991,Ferrari Trento brut,Non-Vintage,626.09,1200 cl,Italy,Sparkling wine, Trentino-Alto Adige,12928807
1992,M. Chapoutier de L'Orée Ermitage Blanc 2018,2018,156.09,75 cl,France,White wine,Rhône,12976801
1993,Rémi Leroy Mer Sur Mont Blanc des Quatre Cépages,Non-Vintage,76.51,75 cl,France,Sparkling wine, Champagne,12964501
1994,Ettore Germano Hérzu Langhe Riesling 2018,2018,73.04,150 cl,Italy,White wine, Piemonte,12965105
1995,Ettore Germano Hérzu Langhe Riesling 2015,2015,73.04,150 cl,Italy,White wine, Piemonte,12964905
1996,Ettore Germano Hérzu Langhe Riesling 2016,2016,73.04,150 cl,Italy,White wine, Piemonte,12965005
1997,Ettore Germano Hérzu Langhe Riesling 2019,2019,73.04,150 cl,Italy,White wine, Piemonte,12965405
1998,Ettore Germano Hérzu Langhe Riesling 2017,2017,73.04,150 cl,Italy,White wine, Piemonte,12965205
1999,Malabaila di Canale Castelleto Roero Riserva 2015,2015,80.87,150 cl,Italy,Red wine, Piemonte,13008205
2000,Quintarelli Rosso Cà del Merlo 2013,2013,75.64,75 cl,Italy,Red wine, Veneto,13008901
2001,Francis Boulard Champagne Petraea Brut Nature,Non-Vintage,108.69,75 cl,France,Sparkling wine, Champagne,13010101
2002,Francis Boulard Champagne Les Rachais Blanc de Blancs,Non-Vintage,86.95,75 cl,France,Sparkling wine, Champagne,13010501
2003,Weber Haust Black Cacha a Premium 3 anos,Non-Vintage,66.87,70 cl,Brasil,Liquor, Øvrige,13010901
2004,Ch. Saint-Pierre 2018,2018,86.51,75 cl,France,Red wine, Bordeaux,13012501
2005,Rabl Schenkenbichl Riesling Alte Reben 2017,2017,65.22,150 cl,Austria,White wine, Niederösterreich,13019505
2006,Robert Ampeau Volnay Santenots 1997,1997,69.48,75 cl,France,Red wine, Burgund,13063901
2007,Lilbert Grand Cru Brut Blanc de Blancs,Non-Vintage,105.22,150 cl,France,Sparkling wine, Champagne,13055705
2008,Yann Durieux Les Ponts Rouge 2018,2018,78.25,75 cl,France,Red wine, Øvrige,13071601
2009,Yann Durieux DH Blanc 2018,2018,139.12,75 cl,France,White wine, Øvrige,13071701
2010,Yann Durieux Night Cost Rouge 2017,2017,86.95,75 cl,France,Red wine, Øvrige,13071401
2011,Yann Durieux Tete de Ponts Rouge 2017,2017,147.82,75 cl,France,Red wine, Øvrige,13071101
2012,Yann Durieux BT Rouge 2017,2017,121.73,75 cl,France,Red wine, Øvrige,13071201
2013,Viña Valoria Rioja 1995,1995,73.9,75 cl,Spain,Red wine, Rioja,13083301
2014,Giacomo Anselma Barolo Vignarionda Riserva 2013,2013,172.96,150 cl,Italy,Red wine, Piemonte,13085005
2015,Ch. les Remparts Armagnac 1988,1988,102.52,70 cl,France,Liquor, Armagnac,13085501
2016,Ch. les Remparts Armagnac 1975,1975,130.35,70 cl,France,Liquor, Armagnac,13085201
2017,Ch. les Remparts Armagnac 1985,1985,107.74,70 cl,France,Liquor, Armagnac,13085401
2018,Ch. les Remparts Armagnac 1979,1979,121.65,70 cl,France,Liquor, Armagnac,13085301
2019,Ch. les Remparts Armagnac 1989,1989,104.26,70 cl,France,Liquor, Armagnac,13085601
2020,Ch. les Remparts Armagnac 1997,1997,93.83,70 cl,France,Liquor, Armagnac,13085701
2021,Baigorri B70 2014,2014,104.37,75 cl,Spain,Red wine, Rioja,13087501
2022,Dom. Jouard Chassagne-Montrachet 1er Cru Morgeot-Les Fairendes Vieilles,Non-Vintage,86.08,75 cl,France,White wine, Burgund,13088201
2023,Loch Lomond 20 YO The Open Course Collection Royal St. George's,Non-Vintage,173.91,70 cl,Scotland,Liquor, Øvrige,13089401
2024,3 Fonteinen Hommage Oogst n°10,Non-Vintage,65.22,150 cl,Belgium,Øl, Øvrige,13100005
