city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id,CapitalEurope
La Massana,La Massana,42.5442,1.5164,Andorra,AD,AND,La Massana,admin,10076,1020543453,No
Sant Julià de Lòria,Sant Julia de Loria,42.47,1.49,Andorra,AD,AND,Sant Julià de Lòria,admin,9156,1020885733,No
Ordino,Ordino,42.555,1.5331,Andorra,AD,AND,Ordino,admin,4545,1020655238,No
Canillo,Canillo,42.5664,1.6009,Andorra,AD,AND,Canillo,admin,4103,1020594179,No
Luanda,Luanda,-8.8383,13.2344,Angola,AO,AGO,Luanda,primary,8883000,1024949724,No
Cacuaco,Cacuaco,-8.7833,13.3667,Angola,AO,AGO,Luanda,,1279488,1024559448,No
Lubango,Lubango,-14.9167,13.5,Angola,AO,AGO,Huíla,admin,776249,1024669127,No
Huambo,Huambo,-12.7667,15.7333,Angola,AO,AGO,Huambo,admin,665564,1024079828,No
Benguela,Benguela,-12.55,13.4167,Angola,AO,AGO,Benguela,admin,561775,1024141961,No
Cabinda,Cabinda,-5.5667,12.2,Angola,AO,AGO,Cabinda,admin,550000,1024474012,No
Belas,Belas,-9.0689,13.1608,Angola,AO,AGO,Luanda,,500000,1024196826,No
Talatona,Talatona,-8.9167,13.1833,Angola,AO,AGO,Luanda,,500000,1024988332,No
Lobito,Lobito,-12.3597,13.5308,Angola,AO,AGO,Benguela,,393079,1024128946,No
Saurimo,Saurimo,-9.6589,20.3934,Angola,AO,AGO,Lunda Sul,admin,393000,1024326839,No
Cubal,Cubal,-13.1117,14.3672,Angola,AO,AGO,Benguela,,357618,1024580158,No
Uíge,Uige,-7.6087,15.0613,Angola,AO,AGO,Uíge,admin,322531,1024666275,No
Menongue,Menongue,-14.6556,17.6842,Angola,AO,AGO,Kuando Kubango,admin,320914,1024725650,No
Vila Teixeira da Silva,Vila Teixeira da Silva,-12.1958,15.8556,Angola,AO,AGO,Huambo,,294494,1024863343,No
Sumbe,Sumbe,-11.2052,13.8417,Angola,AO,AGO,Kwanza Sul,admin,279968,1024297937,No
Gabela,Gabela,-10.85,14.3667,Angola,AO,AGO,Kwanza Sul,,271843,1024159015,No
Moçâmedes,Mocamedes,-15.1953,12.1508,Angola,AO,AGO,Namibe,admin,255000,1024785067,No
Ganda,Ganda,-13.0167,14.6333,Angola,AO,AGO,Benguela,,235486,1024320952,No
Barra do Dande,Barra do Dande,-8.4728,13.3731,Angola,AO,AGO,Bengo,,222528,1024937810,No
Tchitato,Tchitato,-7.345,20.8198,Angola,AO,AGO,Lunda Norte,,195136,1024883433,No
Chibia,Chibia,-15.1833,13.7,Angola,AO,AGO,Huíla,,190670,1024017930,No
Cuango,Cuango,-9.1444,18.0464,Angola,AO,AGO,Lunda Norte,,183767,1024514740,No
Catumbela,Catumbela,-12.4167,13.5333,Angola,AO,AGO,Benguela,,175805,1024821574,No
Catape,Catape,-13.7667,15.0833,Angola,AO,AGO,Huíla,,167820,1024321158,No
Bocoio,Bocoio,-12.4667,14.1333,Angola,AO,AGO,Benguela,,164685,1024922883,No
Quibala,Quibala,-10.7311,15.0003,Angola,AO,AGO,Kwanza Sul,,163991,1024007950,No
Ndalatando,Ndalatando,-9.3,14.9167,Angola,AO,AGO,Kwanza Norte,admin,161584,1024645515,No
Quipungo,Quipungo,-14.8167,14.5167,Angola,AO,AGO,Huíla,,158918,1024929138,No
Lucapa,Lucapa,-8.4228,20.7393,Angola,AO,AGO,Lunda Norte,,154305,1024056286,No
Mbanza Kongo,Mbanza Kongo,-6.2667,14.25,Angola,AO,AGO,Zaire,admin,148000,1024532464,No
Namacunde,Namacunde,-17.3,15.85,Angola,AO,AGO,Cunene,,142047,1024843393,No
Negage,Negage,-7.7667,15.2667,Angola,AO,AGO,Uíge,,137559,1024978551,No
Porto Amboim,Porto Amboim,-10.7183,13.75,Angola,AO,AGO,Kwanza Sul,,137000,1024818756,No
Londuimbali,Londuimbali,-12.2419,15.3133,Angola,AO,AGO,Huambo,,134254,1024280825,No
Chicomba,Chicomba,-14.1333,14.9167,Angola,AO,AGO,Huíla,,131807,1024892795,No
Chinguar,Chinguar,-12.55,16.3333,Angola,AO,AGO,Bié,,129370,1024191137,No
Catabola,Catabola,-12.1167,17.3,Angola,AO,AGO,Bié,,126631,1024994288,No
Malanje,Malanje,-9.5469,16.3387,Angola,AO,AGO,Malanje,admin,125856,1024774947,No
Ondjiva,Ondjiva,-17.0667,15.7333,Angola,AO,AGO,Cunene,admin,121537,1024504085,No
Catchiungo,Catchiungo,-12.5667,16.2333,Angola,AO,AGO,Huambo,,120677,1024414170,No
Cassongue,Cassongue,-11.8333,15,Angola,AO,AGO,Kwanza Sul,,117000,1024511668,No
Cuito,Cuito,-12.3833,16.9333,Angola,AO,AGO,Bié,admin,114000,1024939858,No
Quilengues,Quilengues,-14.0814,14.0764,Angola,AO,AGO,Huíla,,113825,1024895987,No
Mungo,Mungo,-11.6667,16.1667,Angola,AO,AGO,Huambo,,113417,1024065318,No
Balombo,Balombo,-12.35,14.7667,Angola,AO,AGO,Benguela,,108965,1024251027,No
Baía Farta,Baia Farta,-12.6128,13.1987,Angola,AO,AGO,Benguela,,107841,1024743438,No
Ndjamba,Ndjamba,-14.7,16.0667,Angola,AO,AGO,Huíla,,105090,1024911597,No
Caxito,Caxito,-8.5785,13.6642,Angola,AO,AGO,Bengo,admin,77276,1024050171,No
Luena,Luena,-11.79,19.9,Angola,AO,AGO,Moxico,admin,21115,1024283760,No
Dundo,Dundo,-7.38,20.83,Angola,AO,AGO,Lunda Norte,admin,11985,1024121799,No
Quilenda,Quilenda,-10.6333,14.3333,Angola,AO,AGO,Kwanza Sul,,97648,1024011632,No
Caimbambo,Caimbambo,-12.9,14.0833,Angola,AO,AGO,Benguela,,90838,1024891825,No
Cambambe,Cambambe,-9.7431,14.4914,Angola,AO,AGO,Kwanza Norte,,90766,1024312565,No
Uacu Cungo,Uacu Cungo,-11.3583,15.1194,Angola,AO,AGO,Kwanza Sul,,90000,1024677127,No
Luau,Luau,-10.7,22.2333,Angola,AO,AGO,Moxico,,90000,1024699465,No
Conda,Conda,-11.1667,14.5,Angola,AO,AGO,Kwanza Sul,,89479,1024402215,No
Humpata,Humpata,-15.0725,13.3678,Angola,AO,AGO,Huíla,,89144,1024063224,No
Chongoroi,Chongoroi,-13.5667,13.95,Angola,AO,AGO,Benguela,,87278,1024105319,No
Capenda Camulemba,Capenda Camulemba,-9.4233,18.4328,Angola,AO,AGO,Lunda Norte,,80000,1024864144,No
Kuvango,Kuvango,-14.4667,16.3,Angola,AO,AGO,Huíla,,78543,1024458480,No
Chitembo,Chitembo,-13.5167,16.7667,Angola,AO,AGO,Bié,,78156,1024103269,No
Cahama,Cahama,-16.2833,14.3167,Angola,AO,AGO,Cunene,,70061,1024638606,No
Soio,Soio,-6.1333,12.3667,Angola,AO,AGO,Zaire,,67491,1024903782,No
Chipindo,Chipindo,-13.8244,15.8,Angola,AO,AGO,Huíla,,64714,1024089157,No
Camabatela,Camabatela,-8.1833,15.3667,Angola,AO,AGO,Kwanza Norte,,61769,1024701540,No
Nambuangongo,Nambuangongo,-8.0483,14.3372,Angola,AO,AGO,Bengo,,60883,1024536521,No
Cuemba,Cuemba,-12.15,18.0833,Angola,AO,AGO,Bié,,56963,1024686026,No
Ucuma,Ucuma,-12.85,15.0667,Angola,AO,AGO,Huambo,,55054,1024023900,No
Cuchi,Cuchi,-14.6372,16.9611,Angola,AO,AGO,Kuando Kubango,,42974,1024135358,No
Cuito Cuanavale,Cuito Cuanavale,-15.1639,19.1731,Angola,AO,AGO,Kuando Kubango,,40829,1024195525,No
Porto Alexandre,PortoAlexandre,-15.8032,11.8459,Angola,AO,AGO,Namibe,,40000,1024489244,No
Tchindjendje,Tchindjendje,-12.8167,14.9333,Angola,AO,AGO,Huambo,,30443,1024902504,No
Mavinga,Mavinga,-15.7895,20.36,Angola,AO,AGO,Kuando Kubango,,30000,1024585059,No
Caluquembe,Caluquembe,-13.9208,14.5347,Angola,AO,AGO,Huíla,,25933,1024240126,No
Longonjo,Longonjo,-12.9067,15.1864,Angola,AO,AGO,Huambo,,24350,1024081092,No
Alto-Cuilo,Alto-Cuilo,-10.05,19.5167,Angola,AO,AGO,Lunda Sul,,21004,1024029875,No
Cacongo,Cacongo,-5.2333,12.1333,Angola,AO,AGO,Cabinda,,21000,1024356360,No
Lubalo,Lubalo,-9.15,19.2833,Angola,AO,AGO,Lunda Norte,,20631,1024568664,No
Camacupa,Camacupa,-12.0167,17.4833,Angola,AO,AGO,Bié,,19150,1024037086,No
Ambriz,Ambriz,-7.85,13.1167,Angola,AO,AGO,Bengo,,17000,1024609563,No
Bolongongo,Bolongongo,-8.4667,15.25,Angola,AO,AGO,Kwanza Norte,,13019,1024319966,No
Nzeto,Nzeto,-7.229,12.865,Angola,AO,AGO,Zaire,,11633,1024025450,No
Songo,Songo,-7.3496,14.85,Angola,AO,AGO,Uíge,,10579,1024923411,No
Dondo,Dondo,-9.6942,14.4228,Angola,AO,AGO,Kwanza Norte,,2353,1024323066,No
Muconda,Muconda,-10.6,21.3167,Angola,AO,AGO,Lunda Sul,,2324,1024646532,No
Chibemba,Chibemba,-15.7355,13.8905,Angola,AO,AGO,Huíla,,1502,1024009942,No
Cacolo,Cacolo,-10.1365,19.2865,Angola,AO,AGO,Lunda Sul,,984,1024592975,No
Xangongo,Xangongo,-16.7467,14.9747,Angola,AO,AGO,Cunene,,447,1024323582,No
Cazombo,Cazombo,-11.9058,22.9217,Angola,AO,AGO,Moxico,,298,1024334740,No
Bala Cangamba,Bala Cangamba,-13.6996,19.86,Angola,AO,AGO,Moxico,,1307,1024668438,No
Calulo,Calulo,-9.9996,14.9,Angola,AO,AGO,Kwanza Sul,,795,1024545873,No
Calenga,Calenga,-11.3196,16.2,Angola,AO,AGO,Bié,,531,1024822780,No
Tchitado,Tchitado,-17.3196,13.92,Angola,AO,AGO,Cunene,,500,1024158837,No
The Valley,The Valley,18.2167,-63.05,Anguilla,AI,AIA,,primary,,1660698387,No
Saint John’s,Saint John's,17.1211,-61.8447,Antigua And Barbuda,AG,ATG,Saint John,primary,21926,1028912067,No
Buenos Aires,Buenos Aires,-34.5997,-58.3819,Argentina,AR,ARG,"Buenos Aires, Ciudad Autónoma de",primary,16216000,1032717330,No
Córdoba,Cordoba,-31.4167,-64.1833,Argentina,AR,ARG,Córdoba,admin,1329604,1032803249,No
Rosario,Rosario,-32.9575,-60.6394,Argentina,AR,ARG,Santa Fe,minor,1193605,1032770677,No
Comodoro Rivadavia,Comodoro Rivadavia,-45.8667,-67.5,Argentina,AR,ARG,Chubut,minor,730266,1032042035,No
San Miguel de Tucumán,San Miguel de Tucuman,-26.8167,-65.2167,Argentina,AR,ARG,Tucumán,admin,605767,1032233996,No
Mar del Plata,Mar del Plata,-38,-57.55,Argentina,AR,ARG,Buenos Aires,minor,593337,1032456103,No
Salta,Salta,-24.7883,-65.4106,Argentina,AR,ARG,Salta,admin,535303,1032926124,No
San Juan,San Juan,-31.5375,-68.5364,Argentina,AR,ARG,San Juan,admin,471389,1032869625,No
Lanús,Lanus,-34.7,-58.4,Argentina,AR,ARG,Buenos Aires,minor,459263,1032009573,No
Florencio Varela,Florencio Varela,-34.8167,-58.2833,Argentina,AR,ARG,Buenos Aires,,426005,1032730758,No
Santa Fe,Santa Fe,-31.6333,-60.7,Argentina,AR,ARG,Santa Fe,admin,405683,1032817575,No
Corrientes,Corrientes,-27.4833,-58.8167,Argentina,AR,ARG,Corrientes,admin,352646,1032173097,No
San Salvador de Jujuy,San Salvador de Jujuy,-24.1856,-65.2994,Argentina,AR,ARG,Jujuy,admin,321789,1032815808,No
Bahía Blanca,Bahia Blanca,-38.7167,-62.2667,Argentina,AR,ARG,Buenos Aires,minor,299101,1032795766,No
Resistencia,Resistencia,-27.4514,-58.9867,Argentina,AR,ARG,Chaco,admin,291720,1032720891,No
Posadas,Posadas,-27.3667,-55.8969,Argentina,AR,ARG,Misiones,admin,275988,1032970696,No
Santiago del Estero,Santiago del Estero,-27.7844,-64.2669,Argentina,AR,ARG,Santiago del Estero,admin,252192,1032492280,No
Paraná,Parana,-31.7444,-60.5175,Argentina,AR,ARG,Entre Ríos,admin,247863,1032266693,No
Merlo,Merlo,-34.6653,-58.7275,Argentina,AR,ARG,Buenos Aires,minor,244168,1032232613,No
González Catán,Gonzalez Catan,-34.7708,-58.6464,Argentina,AR,ARG,Buenos Aires,,238067,1032883563,No
Quilmes,Quilmes,-34.7167,-58.2667,Argentina,AR,ARG,Buenos Aires,minor,230810,1032880202,No
Neuquén,Neuquen,-38.9573,-68.0455,Argentina,AR,ARG,Neuquén,admin,231198,1032525768,No
Banfield,Banfield,-34.75,-58.3833,Argentina,AR,ARG,Buenos Aires,,223898,1032997685,No
José C. Paz,Jose C. Paz,-34.5167,-58.7667,Argentina,AR,ARG,Buenos Aires,minor,216637,1032741145,No
Formosa,Formosa,-26.1847,-58.1758,Argentina,AR,ARG,Formosa,admin,222226,1032802536,No
Isidro Casanova,Isidro Casanova,-34.7,-58.5833,Argentina,AR,ARG,Buenos Aires,,190696,1032715964,No
La Plata,La Plata,-34.9333,-57.95,Argentina,AR,ARG,Buenos Aires,admin,193144,1032403831,No
Godoy Cruz,Godoy Cruz,-32.9167,-68.8333,Argentina,AR,ARG,Mendoza,minor,191299,1032263200,No
Berazategui,Berazategui,-34.7679,-58.2133,Argentina,AR,ARG,Buenos Aires,minor,180523,1032535314,No
La Rioja,La Rioja,-29.4131,-66.8558,Argentina,AR,ARG,La Rioja,admin,180995,1032864257,No
San Luis,San Luis,-33.2994,-66.3392,Argentina,AR,ARG,San Luis,admin,169947,1032547434,No
San Miguel,San Miguel,-34.5333,-58.7167,Argentina,AR,ARG,Buenos Aires,,157532,1032038706,No
José María Ezeiza,Jose Maria Ezeiza,-34.8333,-58.5167,Argentina,AR,ARG,Buenos Aires,minor,160219,1032337881,No
San Nicolás de los Arroyos,San Nicolas de los Arroyos,-33.3333,-60.2167,Argentina,AR,ARG,Buenos Aires,minor,160000,1032067887,No
Catamarca,Catamarca,-28.4686,-65.7792,Argentina,AR,ARG,Catamarca,admin,159139,1032260908,No
Rafael Castillo,Rafael Castillo,-34.7167,-58.6167,Argentina,AR,ARG,Buenos Aires,,147965,1032812310,No
Río Cuarto,Rio Cuarto,-33.123,-64.3478,Argentina,AR,ARG,Córdoba,minor,158298,1032552145,No
Florencio Varela,Florencio Varela,-34.8167,-58.3833,Argentina,AR,ARG,Buenos Aires,minor,146704,1032021324,No
Concordia,Concordia,-31.3922,-58.0169,Argentina,AR,ARG,Entre Ríos,minor,149450,1032923957,No
San Justo,San Justo,-34.6833,-58.55,Argentina,AR,ARG,Buenos Aires,minor,136604,1032899295,No
Ituzaingó,Ituzaingo,-34.6582,-58.6672,Argentina,AR,ARG,Buenos Aires,minor,135275,1032997137,No
Temperley,Temperley,-34.7667,-58.3833,Argentina,AR,ARG,Buenos Aires,,121451,1032183944,No
Ramos Mejía,Ramos Mejia,-34.65,-58.5667,Argentina,AR,ARG,Buenos Aires,,120346,1032425368,No
Lomas de Zamora,Lomas de Zamora,-34.7667,-58.4,Argentina,AR,ARG,Buenos Aires,minor,112580,1032623086,No
San Martín,San Martin,-33.0806,-68.4706,Argentina,AR,ARG,Mendoza,minor,117399,1032297325,No
Mendoza,Mendoza,-32.8833,-68.8333,Argentina,AR,ARG,Mendoza,admin,114822,1032433516,No
Tandil,Tandil,-37.3167,-59.1333,Argentina,AR,ARG,Buenos Aires,minor,116917,1032075057,No
Puerto Madryn,Puerto Madryn,-42.773,-65.0366,Argentina,AR,ARG,Chubut,minor,115353,1032351657,No
Bernal,Bernal,-34.7,-58.2833,Argentina,AR,ARG,Buenos Aires,,109914,1032030395,No
Castelar,Castelar,-34.65,-58.65,Argentina,AR,ARG,Buenos Aires,,107786,1032123891,No
San Carlos de Bariloche,San Carlos de Bariloche,-41.15,-71.3,Argentina,AR,ARG,Río Negro,minor,112887,1032111842,No
Esteban Echeverría,Esteban Echeverria,-34.8167,-58.4667,Argentina,AR,ARG,Buenos Aires,,109644,1032069640,No
Villa Mercedes,Villa Mercedes,-33.6667,-65.4667,Argentina,AR,ARG,San Luis,minor,111391,1032858021,No
Gualeguaychú,Gualeguaychu,-33.0078,-58.5111,Argentina,AR,ARG,Entre Ríos,minor,109461,1032523704,No
San Rafael,San Rafael,-34.6175,-68.3356,Argentina,AR,ARG,Mendoza,minor,107997,1032221516,No
Morón,Moron,-34.65,-58.6167,Argentina,AR,ARG,Buenos Aires,minor,99066,1032773254,No
La Banda,La Banda,-27.7333,-64.25,Argentina,AR,ARG,Santiago del Estero,minor,106441,1032317566,No
Villa Luzuriaga,Villa Luzuriaga,-34.6667,-58.5833,Argentina,AR,ARG,Buenos Aires,,94403,1032092344,No
Caseros,Caseros,-34.6167,-58.5333,Argentina,AR,ARG,Buenos Aires,minor,95785,1032500630,No
Santa Rosa,Santa Rosa,-36.6203,-64.2906,Argentina,AR,ARG,La Pampa,admin,103860,1032215828,No
Libertad,Libertad,-34.6833,-58.6833,Argentina,AR,ARG,Buenos Aires,,100324,1032241314,No
Burzaco,Burzaco,-34.8167,-58.3667,Argentina,AR,ARG,Buenos Aires,,98859,1032073218,No
Ciudad General Belgrano,Ciudad General Belgrano,-34.7261,-58.5289,Argentina,AR,ARG,Buenos Aires,,92957,1032336348,No
San Francisco Solano,San Francisco Solano,-34.7667,-58.3167,Argentina,AR,ARG,Buenos Aires,,91322,1032776804,No
Río Gallegos,Rio Gallegos,-51.6333,-69.2333,Argentina,AR,ARG,Santa Cruz,admin,95796,1032471024,No
Monte Chingolo,Monte Chingolo,-34.7333,-58.35,Argentina,AR,ARG,Buenos Aires,,85060,1032641177,No
Remedios de Escalada,Remedios de Escalada,-34.7167,-58.4,Argentina,AR,ARG,Buenos Aires,,81465,1032150292,No
Ezpeleta,Ezpeleta,-34.7517,-58.2344,Argentina,AR,ARG,Buenos Aires,,79557,1032462589,No
Villa Celina,Villa Celina,-34.7006,-58.4825,Argentina,AR,ARG,"Buenos Aires, Ciudad Autónoma de",,78699,1032320584,No
Lomas del Mirador,Lomas del Mirador,-34.6667,-58.5297,Argentina,AR,ARG,Buenos Aires,,71479,1032639381,No
Bella Vista,Bella Vista,-34.5333,-58.6667,Argentina,AR,ARG,Buenos Aires,,72000,1032720412,No
Wilde,Wilde,-34.7,-58.3167,Argentina,AR,ARG,Buenos Aires,,65881,1032256650,No
Villa Domínico,Villa Dominico,-34.6917,-58.3333,Argentina,AR,ARG,Buenos Aires,,62315,1032866743,No
Los Polvorines,Los Polvorines,-34.5,-58.7,Argentina,AR,ARG,Buenos Aires,minor,60867,1032236823,No
Rafael Calzada,Rafael Calzada,-34.7833,-58.3667,Argentina,AR,ARG,Buenos Aires,,56419,1032898708,No
Viedma,Viedma,-40.8,-63,Argentina,AR,ARG,Río Negro,admin,59122,1032613063,No
Ushuaia,Ushuaia,-54.8072,-68.3044,Argentina,AR,ARG,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",admin,56956,1032847885,No
Longchamps,Longchamps,-34.8596,-58.387,Argentina,AR,ARG,Buenos Aires,,47622,1032203390,No
Villa Alsina,Villa Alsina,-34.6667,-58.4167,Argentina,AR,ARG,Buenos Aires,,41155,1032506308,No
San Isidro,San Isidro,-34.4667,-58.5167,Argentina,AR,ARG,Buenos Aires,minor,43595,1032862666,No
José Mármol,Jose Marmol,-34.7833,-58.3667,Argentina,AR,ARG,Buenos Aires,,41109,1032126414,No
Haedo,Haedo,-34.65,-58.6,Argentina,AR,ARG,Buenos Aires,,37745,1032803323,No
Munro,Munro,-34.5333,-58.5167,Argentina,AR,ARG,Buenos Aires,,35844,1032318811,No
Dock Sur,Dock Sur,-34.6417,-58.3478,Argentina,AR,ARG,Buenos Aires,,35897,1032579921,No
Villa Adelina,Villa Adelina,-34.5175,-58.5475,Argentina,AR,ARG,Buenos Aires,,35307,1032929712,No
Adrogue,Adrogue,-34.8,-58.3833,Argentina,AR,ARG,Buenos Aires,,28265,1032827397,No
Avellaneda,Avellaneda,-34.6625,-58.3678,Argentina,AR,ARG,Buenos Aires,minor,24313,1032478683,No
Vicente López,Vicente Lopez,-34.5333,-58.475,Argentina,AR,ARG,Buenos Aires,,22419,1032549688,No
Tapiales,Tapiales,-34.7058,-58.5047,Argentina,AR,ARG,Buenos Aires,,23586,1032831289,No
Don Bosco,Don Bosco,-34.7,-58.2833,Argentina,AR,ARG,Buenos Aires,,20876,1032701626,No
Rawson,Rawson,-43.3,-65.1,Argentina,AR,ARG,Chubut,admin,24616,1032302344,No
Villa Sarmiento,Villa Sarmiento,-34.6333,-58.5667,Argentina,AR,ARG,Buenos Aires,,17481,1032961945,No
Aldo Bonzi,Aldo Bonzi,-34.7083,-58.5181,Argentina,AR,ARG,Buenos Aires,,18175,1032281187,No
Malvinas Argentinas,Malvinas Argentinas,-31.3697,-64.0531,Argentina,AR,ARG,Córdoba,,12187,1032010904,No
Zárate,Zarate,-34.0833,-59.0333,Argentina,AR,ARG,Buenos Aires,minor,98522,1032392383,No
Trelew,Trelew,-43.2533,-65.3094,Argentina,AR,ARG,Chubut,,93442,1032440034,No
Rafaela,Rafaela,-31.2667,-61.4833,Argentina,AR,ARG,Santa Fe,minor,92945,1032181625,No
Pergamino,Pergamino,-33.8836,-60.5669,Argentina,AR,ARG,Buenos Aires,minor,87652,1032214150,No
Campana,Campana,-34.1667,-58.9167,Argentina,AR,ARG,Buenos Aires,minor,86860,1032345885,No
Olavarría,Olavarria,-36.9,-60.3333,Argentina,AR,ARG,Buenos Aires,minor,86320,1032373353,No
Junín,Junin,-34.5939,-60.9464,Argentina,AR,ARG,Buenos Aires,minor,85007,1032976047,No
Pilar,Pilar,-34.4588,-58.9142,Argentina,AR,ARG,Buenos Aires,minor,81120,1032712196,No
Presidencia Roque Sáenz Peña,Presidencia Roque Saenz Pena,-26.7833,-60.45,Argentina,AR,ARG,Chaco,minor,81879,1032464495,No
Luján,Lujan,-34.5703,-59.105,Argentina,AR,ARG,Buenos Aires,minor,81749,1032704827,No
General Roca,General Roca,-39.0333,-67.5833,Argentina,AR,ARG,Río Negro,minor,81534,1032829704,No
Gobernador Gálvez,Gobernador Galvez,-33.0251,-60.6337,Argentina,AR,ARG,Santa Fe,,80769,1032739359,No
Necochea,Necochea,-38.55,-58.7333,Argentina,AR,ARG,Buenos Aires,minor,80478,1032624527,No
Villa María,Villa Maria,-32.4103,-63.2314,Argentina,AR,ARG,Córdoba,minor,79356,1032987787,No
Venado Tuerto,Venado Tuerto,-33.75,-61.9667,Argentina,AR,ARG,Santa Fe,,76432,1032284763,No
San Ramón de la Nueva Orán,San Ramon de la Nueva Oran,-23.1361,-64.3222,Argentina,AR,ARG,Salta,minor,74059,1032020207,No
Concepción del Uruguay,Concepcion del Uruguay,-32.4833,-58.2333,Argentina,AR,ARG,Entre Ríos,minor,72528,1032999059,No
Goya,Goya,-29.1333,-59.25,Argentina,AR,ARG,Corrientes,minor,72304,1032251925,No
Reconquista,Reconquista,-29.1443,-59.6438,Argentina,AR,ARG,Santa Fe,minor,70549,1032927391,No
Las Heras,Las Heras,-32.825,-68.8017,Argentina,AR,ARG,Mendoza,minor,66663,1032781204,No
Oberá,Obera,-27.4833,-55.1333,Argentina,AR,ARG,Misiones,minor,66112,1032099071,No
Santo Tomé,Santo Tome,-31.6667,-60.7667,Argentina,AR,ARG,Santa Fe,,65684,1032375645,No
Villa Carlos Paz,Villa Carlos Paz,-31.4,-64.5167,Argentina,AR,ARG,Córdoba,,62423,1032854975,No
San Francisco,San Francisco,-31.4356,-62.0714,Argentina,AR,ARG,Córdoba,minor,62000,1032491643,No
Sarandí,Sarandi,-34.6833,-58.3333,Argentina,AR,ARG,Buenos Aires,,60752,1032993271,No
Tartagal,Tartagal,-22.5,-63.8333,Argentina,AR,ARG,Salta,minor,60819,1032317391,No
San Pedro,San Pedro,-24.2196,-64.87,Argentina,AR,ARG,Jujuy,minor,58430,1032823743,No
Punta Alta,Punta Alta,-38.88,-62.075,Argentina,AR,ARG,Buenos Aires,minor,58315,1032629961,No
General Pico,General Pico,-35.6587,-63.7577,Argentina,AR,ARG,La Pampa,minor,57029,1032081531,No
Azul,Azul,-36.7833,-59.85,Argentina,AR,ARG,Buenos Aires,minor,55728,1032652005,No
Chivilcoy,Chivilcoy,-34.9,-60.0167,Argentina,AR,ARG,Buenos Aires,minor,54514,1032269915,No
Mercedes,Mercedes,-34.65,-59.4333,Argentina,AR,ARG,Buenos Aires,minor,52949,1032994289,No
Cruz del Eje,Cruz del Eje,-30.7333,-64.8,Argentina,AR,ARG,Córdoba,minor,52172,1032976495,No
Caleta Olivia,Caleta Olivia,-46.4333,-67.5333,Argentina,AR,ARG,Santa Cruz,,51733,1032563209,No
El Talar de Pacheco,El Talar de Pacheco,-34.4719,-58.655,Argentina,AR,ARG,Buenos Aires,,50426,1032391611,No
Villaguay,Villaguay,-31.85,-59.0167,Argentina,AR,ARG,Entre Ríos,minor,49445,1032112502,No
Libertador General San Martín,Libertador General San Martin,-23.8,-64.7833,Argentina,AR,ARG,Jujuy,minor,49267,1032649273,No
La Reja,La Reja,-34.6394,-58.8283,Argentina,AR,ARG,Buenos Aires,,47839,1032013959,No
Alta Gracia,Alta Gracia,-31.6667,-64.4333,Argentina,AR,ARG,Córdoba,minor,48140,1032411567,No
San Lorenzo,San Lorenzo,-28.12,-58.77,Argentina,AR,ARG,Corrientes,,47626,1032610376,No
San Pedro,San Pedro,-33.6794,-59.6669,Argentina,AR,ARG,Buenos Aires,minor,47452,1032604675,No
Villa Constitución,Villa Constitucion,-33.2333,-60.3333,Argentina,AR,ARG,Santa Fe,minor,47374,1032793574,No
Tres Arroyos,Tres Arroyos,-38.3667,-60.2667,Argentina,AR,ARG,Buenos Aires,minor,47136,1032291724,No
Río Tercero,Rio Tercero,-32.1768,-64.113,Argentina,AR,ARG,Córdoba,,46421,1032103221,No
Chajarí,Chajari,-30.7667,-57.9833,Argentina,AR,ARG,Entre Ríos,,45848,1032147348,No
Pinamar,Pinamar,-37.1,-56.85,Argentina,AR,ARG,Buenos Aires,minor,45000,1032950633,No
Esperanza,Esperanza,-31.4489,-60.9317,Argentina,AR,ARG,Santa Fe,minor,43300,1032763447,No
Gualeguay,Gualeguay,-33.15,-59.3167,Argentina,AR,ARG,Entre Ríos,minor,43009,1032077195,No
Balcarce,Balcarce,-37.8464,-58.2556,Argentina,AR,ARG,Buenos Aires,minor,38823,1032847478,No
Aristóbulo del Valle,Aristobulo del Valle,-27.0952,-54.897,Argentina,AR,ARG,Misiones,,38000,1032611762,No
Granadero Baigorria,Granadero Baigorria,-32.85,-60.7,Argentina,AR,ARG,Santa Fe,,36994,1032975920,No
Esquel,Esquel,-42.9,-71.3167,Argentina,AR,ARG,"Buenos Aires, Ciudad Autónoma de",minor,36687,1032489067,No
Nueve de Julio,Nueve de Julio,-35.45,-60.8833,Argentina,AR,ARG,Buenos Aires,minor,36494,1032287957,No
Cutral-Có,Cutral-Co,-38.9333,-69.2333,Argentina,AR,ARG,Neuquén,,35465,1032070013,No
Casilda,Casilda,-33.0442,-61.1681,Argentina,AR,ARG,Santa Fe,minor,35058,1032000005,No
Chacabuco,Chacabuco,-34.65,-60.49,Argentina,AR,ARG,Buenos Aires,minor,34587,1032210547,No
Centenario,Centenario,-38.8167,-68.1333,Argentina,AR,ARG,Neuquén,,34421,1032495336,No
Bell Ville,Bell Ville,-32.6333,-62.6833,Argentina,AR,ARG,Córdoba,minor,33835,1032028928,No
Chilecito,Chilecito,-29.1667,-67.5,Argentina,AR,ARG,La Rioja,minor,33724,1032078195,No
